ResponseId,affiliation,adultQ,politics,party,usdream_1,usdream_2,sex,edu,race,income,USresidency,Political_views,Party_affiliation,NPItot,MoAimportSUM,MoAachieveSUM,IDEASUM,mindfulSUM,belongSUM,efficacySUM,supportSUM,SocMediaSum,NPI_sum,physsymSUM,stressSUM
R_3OkOCAEn7bZD92a,paradise,1,3,4,2,2,2,2,1,5,1,3,4,6,51,47,26,67,40,37,81,35,21,29,34
R_rfHNUWZC6cIxKbT,paradise,1,4,5,2,2,2,2,1,1,1,4,5,5,43,39,30,38,34,32,19,26,18,29,36
R_2ykff0gN3e0cg7g,paradise,2,4,4,2,2,2,2,6,7,1,4,4,4,64,40,30,33,39,31,57,32,21,29,36
R_3DjVOqQ8FYEzTng,paradise,1,2,1,5,3,2,2,3,1,1,2,1,5,68,24,32,60,45,32,79,46,20,29,39
R_42hHRRqH35OLWxz,paradise,1,6,5,4,5,2,2,1,5,1,6,5,4,72,35,31,77,42,30,58,38,19,30,36
R_5ilMWFNfK5JYC9X,paradise,1,3,3,5,5,2,2,3,4,1,3,3,8,74,34,31,45,38,26,59,32,17,30,35
R_2v8qyeWTZ4L68rt,paradise,1,6,7,5,4,2,2,3,4,1,6,7,10,70,35,29,45,48,31,55,43,19,32,38
R_3PQUz8B844vTKyz,paradise,1,4,5,4,4,2,2,6,4,1,4,5,4,74,39,32,59,37,30,74,41,21,33,39
R_3KIQq3Z0NC40Nip,paradise,1,2,1,3,3,2,8,1,4,2,2,1,1,53,47,29,70,34,34,45,19,20,20,32
R_3RaU4hGQzY5wyMM,paradise,1,4,3,4,4,2,8,3,1,2,4,3,4,57,45,31,49,36,31,66,46,21,27,37
